,animal,birthdate,genotype,recording,start,cell,dt,end,n_cells,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex,freq_exist,count,rel_activity,rel_intraburst_freq,rel_freq_pos1
0,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean1,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5499999999999999,66,120.0,40.6,0.8062770562770563,,,,,0.5499999999999999,0.8062770562770563,y,wt_ctrl,,,,,1.0,21,0.8808155699721963,0.9545541327658599,0.9545541327658599
1,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean10,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.575,69,120.0,,0.5908289241622575,,,,,0.575,0.5908289241622575,y,wt_ctrl,,,,,1.0,21,0.920852641334569,0.6994843607739883,0.6994843607739883
2,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean11,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5,60,120.0,,0.7365792759051186,,,,,0.5,0.7365792759051186,y,wt_ctrl,,,,,1.0,21,0.8007414272474513,0.8720386949511704,0.8720386949511704
3,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean12,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5499999999999999,66,120.0,43.5,0.8368005527948484,,,,,0.5499999999999999,0.8368005527948484,y,wt_ctrl,,,,,1.0,21,0.8808155699721963,0.9906910034862775,0.9906910034862775
4,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean13,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.3999999999999999,48,120.0,,0.8576998050682262,45.0,51.3,1.0,0.0083333333333333,0.3999999999999999,0.8576998050682262,y,wt_ctrl,,,,,1.0,21,0.6405931417979609,1.0154336989083508,1.0154336989083508
5,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean14,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5583333333333332,67,120.0,,0.8733624454148472,,,,,0.5583333333333332,0.8733624454148472,y,wt_ctrl,,,,,1.0,21,0.8941612604263205,1.0339767517665421,1.0339767517665421
6,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean16,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5,60,120.0,17.900000000000002,0.5246485386607473,,,,,0.5,0.5246485386607473,y,wt_ctrl,,,,,1.0,21,0.8007414272474513,0.6211331786379105,0.6211331786379105
7,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean17,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5249999999999999,63,120.0,,0.8137931034482758,60.0,72.5,1.0,0.0083333333333333,0.5249999999999999,0.8137931034482758,y,wt_ctrl,,,,,1.0,21,0.8407784986098238,0.9634524064219137,0.9634524064219137
8,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean18,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.2333333333333333,28,120.0,,0.5775075987841946,20.0,32.9,1.0,0.0083333333333333,0.2333333333333333,0.5775075987841946,y,wt_ctrl,,,,,1.0,21,0.37367933271547726,0.6837131986225266,0.6837131986225266
9,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean19,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.7166666666666667,86,120.0,,0.74235807860262,,,,,0.7166666666666667,0.74235807860262,y,wt_ctrl,,,,,1.0,21,1.1477293790546803,0.8788802390015606,0.8788802390015606
10,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean2,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.2083333333333333,25,120.0,,0.4471544715447154,,,,,0.2083333333333333,0.4471544715447154,y,wt_ctrl,,,,,1.0,21,0.33364226135310465,0.5293876905894145,0.5293876905894145
11,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean23,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,1.1416666666666666,137,120.0,,1.140939597315436,,,,,1.1416666666666666,1.140939597315436,y,wt_ctrl,,,,,1.0,21,1.8283595922150138,1.3507622465191769,1.3507622465191769
12,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean24,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,1.0166666666666666,122,120.0,8.3,1.0826470741290035,,,,,1.0166666666666666,1.0826470741290035,y,wt_ctrl,,,,,1.0,21,1.628174235403151,1.2817495312449891,1.2817495312449891
13,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean26,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.3166666666666666,38,120.0,3.9,0.6054568334350212,15.5,25.05,2.0,0.0166666666666666,0.3166666666666666,0.6054568334350212,y,wt_ctrl,,,,,1.0,21,0.5071362372567191,0.7168023920156494,0.7168023920156494
14,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean3,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.65,78,120.0,,0.6547619047619048,,,,,0.65,0.6547619047619048,y,wt_ctrl,,,,,1.0,21,1.040963855421687,0.7751748326487855,0.7751748326487855
15,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean32,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.5,60,120.0,62.1,1.4114010989010983,18.0,11.9,2.0,0.0166666666666666,0.5,1.4114010989010983,y,wt_ctrl,,,,,1.0,21,0.8007414272474513,1.670962532615301,1.670962532615301
16,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean33,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.575,69,120.0,,0.7971864009378662,,,,,0.575,0.7971864009378662,y,wt_ctrl,,,,,1.0,21,0.920852641334569,0.9437916751763534,0.9437916751763534
17,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean4,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.575,69,120.0,,0.7243243243243243,,,,,0.575,0.7243243243243243,y,wt_ctrl,,,,,1.0,21,0.920852641334569,0.8575300163434623,0.8575300163434623
18,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean5,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.4499999999999999,54,120.0,32.5,0.6259734310581768,18.0,29.5,2.0,0.0166666666666666,0.4499999999999999,0.6259734310581768,y,wt_ctrl,,,,,1.0,21,0.7206672845227061,0.7410920613036563,0.7410920613036563
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean7,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.2166666666666666,26,120.0,,0.5056179775280899,19.0,35.6,1.0,0.0083333333333333,0.2166666666666666,0.5056179775280899,y,wt_ctrl,,,,,1.0,21,0.3469879518072288,0.598602832974956,0.598602832974956
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean9,0.1,4450,28,500,4.0,1,y,0,0.0,3250,4450,0.2749999999999999,33,120.0,,0.5494505494505494,,,,,0.2749999999999999,0.5494505494505494,y,wt_ctrl,,,,,1.0,21,0.4404077849860981,0.6504963630619178,0.6504963630619178
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean1,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.1083333333333333,13,120.0,,0.5729166666666667,12.0,19.200000000000003,1.0,0.0083333333333333,0.5499999999999999,0.8062770562770563,y,wt_ctrl,0.1083333333333333,0.5729166666666667,,,1.0,12,0.2628106135055453,0.7215483579317803,0.9545541327658599
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean10,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.1666666666666666,20,120.0,,0.4651162790697674,17.0,34.4,1.0,0.0083333333333333,0.575,0.5908289241622575,y,wt_ctrl,0.1666666666666666,0.4651162790697674,,,1.0,12,0.40432402077776197,0.5857813307522274,0.6994843607739883
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean11,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.0249999999999999,3,120.0,,,,,,,0.5,0.7365792759051186,y,wt_ctrl,0.0249999999999999,,,,,12,0.060648603116664083,,0.8720386949511704
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean12,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.3833333333333333,46,120.0,,0.9146341463414632,,,,,0.5499999999999999,0.8368005527948484,y,wt_ctrl,0.3833333333333333,0.9146341463414632,,,1.0,12,0.9299452477888529,1.1519175558999593,0.9906910034862775
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean13,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.0416666666666666,5,120.0,,,,,,,0.3999999999999999,0.8576998050682262,y,wt_ctrl,0.0416666666666666,,,,,12,0.10108100519444038,,1.0154336989083508
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean14,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.2749999999999999,33,120.0,,0.7894736842105263,22.0,26.6,1.0,0.0083333333333333,0.5583333333333332,0.8733624454148472,y,wt_ctrl,0.2749999999999999,0.7894736842105263,,,1.0,12,0.6671346342833073,0.9942867324610176,1.0339767517665421
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean16,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.075,9,120.0,,,,,,,0.5,0.5246485386607473,y,wt_ctrl,0.075,,,,,12,0.18194580934999297,,0.6211331786379105
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean17,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.2583333333333333,31,120.0,,0.8042895442359249,31.0,37.3,1.0,0.0083333333333333,0.5249999999999999,0.8137931034482758,y,wt_ctrl,0.2583333333333333,0.8042895442359249,,,1.0,12,0.6267022322055312,1.0129462689951385,0.9634524064219137
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean18,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.1833333333333333,22,120.0,34.1,0.476825266611977,12.0,21.200000000000003,2.0,0.0166666666666666,0.2333333333333333,0.5775075987841946,y,wt_ctrl,0.1833333333333333,0.476825266611977,,,1.0,12,0.4447564228555383,0.6005279793063365,0.6837131986225266
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean19,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.7166666666666667,0.74235807860262,y,wt_ctrl,0.0,,,,,12,0.0,,0.8788802390015606
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean2,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.325,39,120.0,,0.4231625835189309,39.0,89.80000000000001,1.0,0.0083333333333333,0.2083333333333333,0.4471544715447154,y,wt_ctrl,0.325,0.4231625835189309,,,1.0,12,0.7884318405166362,0.5329435937912803,0.5293876905894145
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean23,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.6916666666666667,83,120.0,6.2,0.7328402366863905,,,,,1.1416666666666666,1.140939597315436,y,wt_ctrl,0.6916666666666667,0.7328402366863905,,,1.0,12,1.677944686227713,0.922960877511102,1.3507622465191769
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean24,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.7916666666666666,95,120.0,5.9,0.7989819968908279,46.5,50.25,2.0,0.0166666666666666,1.0166666666666666,1.0826470741290035,y,wt_ctrl,0.7916666666666666,0.7989819968908279,,,1.0,12,1.9205390986943702,1.0062617853794296,1.2817495312449891
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean26,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.0,0,120.0,,,,,,,0.3166666666666666,0.6054568334350212,y,wt_ctrl,0.0,,,,,12,0.0,,0.7168023920156494
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean3,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.075,9,120.0,,,,,,,0.65,0.6547619047619048,y,wt_ctrl,0.075,,,,,12,0.18194580934999297,,0.7751748326487855
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean32,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.075,9,120.0,,,,,,,0.5,1.4114010989010983,y,wt_ctrl,0.075,,,,,12,0.18194580934999297,,1.670962532615301
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean33,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.1916666666666666,23,120.0,,,,,,,0.575,0.7971864009378662,y,wt_ctrl,0.1916666666666666,,,,,12,0.4649726238944263,,0.9437916751763534
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean4,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.2666666666666666,32,120.0,,0.5454545454545455,,,,,0.575,0.7243243243243243,y,wt_ctrl,0.2666666666666666,0.5454545454545455,,,1.0,12,0.6469184332444193,0.6869617424276123,0.8575300163434623
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean5,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.25,30,120.0,,0.572139303482587,24.0,40.2,1.0,0.0083333333333333,0.4499999999999999,0.6259734310581768,y,wt_ctrl,0.25,0.572139303482587,,,1.0,12,0.6064860311666432,0.7205693235248171,0.7410920613036563
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean7,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.2416666666666666,29,120.0,,0.38860103626943,16.0,38.6,1.0,0.0083333333333333,0.2166666666666666,0.5056179775280899,y,wt_ctrl,0.2416666666666666,0.38860103626943,,,1.0,12,0.586269830127755,0.4894157491388428,0.598602832974956
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean9,0.1,10450,28,500,4.0,2,y,0,0.0,7750,8950,0.0249999999999999,3,120.0,,,,,,,0.2749999999999999,0.5494505494505494,y,wt_ctrl,0.0249999999999999,,,,,12,0.060648603116664083,,0.6504963630619178
42,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,31,500,4.0,1,y,0,0.0,3250,4450,0.325,39,120.0,,0.6126126126126126,,,,,0.325,0.6126126126126126,y,wt_ctrl,,,,,1.0,20,0.5204819277108435,0.7252741431760626,0.7252741431760626
43,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,31,500,4.0,1,y,0,0.0,3250,4450,0.8666666666666667,104,120.0,,1.0607621009268795,,,,,0.8666666666666667,1.0607621009268795,y,wt_ctrl,,,,,1.0,20,1.3879518072289156,1.2558398374828748,1.2558398374828748
